file_name,text,audiofile
Snare drum_f8QGA4vN6HY.wav,A spectrogram of snare drum_f8qga4vn6hy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_f8QGA4vN6HY.wav
Snare drum_Fsv_syCvzsc.wav,A spectrogram of snare drum_fsv_sycvzsc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Fsv_syCvzsc.wav
Snare drum_Qy77eJc72UQ.wav,A spectrogram of snare drum_qy77ejc72uq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Qy77eJc72UQ.wav
Snare drum_PG1nKnvHjYI.wav,A spectrogram of snare drum_pg1nknvhjyi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_PG1nKnvHjYI.wav
Snare drum_b98BJ36K1wo.wav,A spectrogram of snare drum_b98bj36k1wo,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_b98BJ36K1wo.wav
Snare drum_-FFx68qSAuY.wav,A spectrogram of snare drum_-ffx68qsauy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_-FFx68qSAuY.wav
Snare drum_hbB4rvTgXeY.wav,A spectrogram of snare drum_hbb4rvtgxey,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_hbB4rvTgXeY.wav
Snare drum_bJVogLOURmc.wav,A spectrogram of snare drum_bjvoglourmc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_bJVogLOURmc.wav
Snare drum_7lV4IvuW2lk.wav,A spectrogram of snare drum_7lv4ivuw2lk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_7lV4IvuW2lk.wav
Snare drum_VCrnnx9jTqs.wav,A spectrogram of snare drum_vcrnnx9jtqs,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_VCrnnx9jTqs.wav
Snare drum_tjQTZM-sqS0.wav,A spectrogram of snare drum_tjqtzm-sqs0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_tjQTZM-sqS0.wav
Snare drum_FvdUm5j_oA0.wav,A spectrogram of snare drum_fvdum5j_oa0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_FvdUm5j_oA0.wav
Snare drum_BcVapmCbULQ.wav,A spectrogram of snare drum_bcvapmcbulq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_BcVapmCbULQ.wav
Snare drum_wS4d-q9H4NE.wav,A spectrogram of snare drum_ws4d-q9h4ne,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_wS4d-q9H4NE.wav
Snare drum_GWcMqKYOJR4.wav,A spectrogram of snare drum_gwcmqkyojr4,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_GWcMqKYOJR4.wav
Snare drum_n_REM0fSVrA.wav,A spectrogram of snare drum_n_rem0fsvra,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_n_REM0fSVrA.wav
Snare drum_Zo9xROGuV3k.wav,A spectrogram of snare drum_zo9xroguv3k,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Zo9xROGuV3k.wav
Snare drum_A446kjocnCg.wav,A spectrogram of snare drum_a446kjocncg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_A446kjocnCg.wav
Snare drum_zw5gs3uLvV0.wav,A spectrogram of snare drum_zw5gs3ulvv0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_zw5gs3uLvV0.wav
Snare drum_iBh37YAaHMU.wav,A spectrogram of snare drum_ibh37yaahmu,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_iBh37YAaHMU.wav
Snare drum_8Z2GLhocH9A.wav,A spectrogram of snare drum_8z2glhoch9a,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_8Z2GLhocH9A.wav
Snare drum_AkHaDKuiE_s.wav,A spectrogram of snare drum_akhadkuie_s,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_AkHaDKuiE_s.wav
Snare drum_gjujPd1lP8E.wav,A spectrogram of snare drum_gjujpd1lp8e,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_gjujPd1lP8E.wav
Snare drum_uegzZWp6Y4w.wav,A spectrogram of snare drum_uegzzwp6y4w,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_uegzZWp6Y4w.wav
Snare drum_WIuLaxWIAAI.wav,A spectrogram of snare drum_wiulaxwiaai,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_WIuLaxWIAAI.wav
Snare drum_xQX7RH4sgog.wav,A spectrogram of snare drum_xqx7rh4sgog,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_xQX7RH4sgog.wav
Snare drum_jR_wBfxgZwE.wav,A spectrogram of snare drum_jr_wbfxgzwe,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_jR_wBfxgZwE.wav
Snare drum_JwBJ2WaVp9M.wav,A spectrogram of snare drum_jwbj2wavp9m,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_JwBJ2WaVp9M.wav
Snare drum_jaJdPUAv6N0.wav,A spectrogram of snare drum_jajdpuav6n0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_jaJdPUAv6N0.wav
Snare drum_CxgVq6eovRU.wav,A spectrogram of snare drum_cxgvq6eovru,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_CxgVq6eovRU.wav
Snare drum_W_979HkE4EI.wav,A spectrogram of snare drum_w_979hke4ei,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_W_979HkE4EI.wav
Snare drum_JpMHnsdsCiY.wav,A spectrogram of snare drum_jpmhnsdsciy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_JpMHnsdsCiY.wav
Snare drum_rKRI5UcIICI.wav,A spectrogram of snare drum_rkri5uciici,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_rKRI5UcIICI.wav
Snare drum_7_0g3tEcM0w.wav,A spectrogram of snare drum_7_0g3tecm0w,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_7_0g3tEcM0w.wav
Snare drum_OWbfAmrFdp8.wav,A spectrogram of snare drum_owbfamrfdp8,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_OWbfAmrFdp8.wav
Snare drum__DHMdtRRJzE.wav,A spectrogram of snare drum__dhmdtrrjze,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum__DHMdtRRJzE.wav
Snare drum_5KvjUzQbMT4.wav,A spectrogram of snare drum_5kvjuzqbmt4,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_5KvjUzQbMT4.wav
Snare drum_pwX5SArqGKU.wav,A spectrogram of snare drum_pwx5sarqgku,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_pwX5SArqGKU.wav
Snare drum_xiN6XwZNEJo.wav,A spectrogram of snare drum_xin6xwznejo,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_xiN6XwZNEJo.wav
Snare drum_CYZZIkEw_jY.wav,A spectrogram of snare drum_cyzzikew_jy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_CYZZIkEw_jY.wav
Snare drum_QrKJs6lBfmM.wav,A spectrogram of snare drum_qrkjs6lbfmm,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_QrKJs6lBfmM.wav
Snare drum_uegzZWp6Y4w.wav,A spectrogram of snare drum_uegzzwp6y4w,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_uegzZWp6Y4w.wav
Snare drum_7NtM1MM76s0.wav,A spectrogram of snare drum_7ntm1mm76s0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_7NtM1MM76s0.wav
Snare drum__jhqvXtHcD8.wav,A spectrogram of snare drum__jhqvxthcd8,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum__jhqvXtHcD8.wav
Snare drum_xmaVWayBvaY.wav,A spectrogram of snare drum_xmavwaybvay,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_xmaVWayBvaY.wav
Snare drum_FvdUm5j_oA0.wav,A spectrogram of snare drum_fvdum5j_oa0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_FvdUm5j_oA0.wav
Snare drum_FCvs17jk10A.wav,A spectrogram of snare drum_fcvs17jk10a,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_FCvs17jk10A.wav
Snare drum_8fInAz_GICs.wav,A spectrogram of snare drum_8finaz_gics,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_8fInAz_GICs.wav
Snare drum_-R0267o4lLk.wav,A spectrogram of snare drum_-r0267o4llk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_-R0267o4lLk.wav
Snare drum_vf3n40mDLHw.wav,A spectrogram of snare drum_vf3n40mdlhw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_vf3n40mDLHw.wav
Snare drum_Wu3LKQG1fwU.wav,A spectrogram of snare drum_wu3lkqg1fwu,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Wu3LKQG1fwU.wav
Snare drum_2gvyOxKuQPY.wav,A spectrogram of snare drum_2gvyoxkuqpy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_2gvyOxKuQPY.wav
Snare drum_ui6ERk-AySw.wav,A spectrogram of snare drum_ui6erk-aysw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_ui6ERk-AySw.wav
Snare drum_wS4d-q9H4NE.wav,A spectrogram of snare drum_ws4d-q9h4ne,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_wS4d-q9H4NE.wav
Snare drum_EieK70X8lnw.wav,A spectrogram of snare drum_eiek70x8lnw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_EieK70X8lnw.wav
Snare drum_KqtlecvEOGw.wav,A spectrogram of snare drum_kqtlecveogw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_KqtlecvEOGw.wav
Snare drum_Akg1n9IWSrw.wav,A spectrogram of snare drum_akg1n9iwsrw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Akg1n9IWSrw.wav
Snare drum_5KvjUzQbMT4.wav,A spectrogram of snare drum_5kvjuzqbmt4,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_5KvjUzQbMT4.wav
Snare drum_tOb0M2k3deo.wav,A spectrogram of snare drum_tob0m2k3deo,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_tOb0M2k3deo.wav
Snare drum_YSXrSxC68VM.wav,A spectrogram of snare drum_ysxrsxc68vm,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_YSXrSxC68VM.wav
Snare drum_b98BJ36K1wo.wav,A spectrogram of snare drum_b98bj36k1wo,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_b98BJ36K1wo.wav
Snare drum_JpMHnsdsCiY.wav,A spectrogram of snare drum_jpmhnsdsciy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_JpMHnsdsCiY.wav
Snare drum_ik-fXNjxw58.wav,A spectrogram of snare drum_ik-fxnjxw58,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_ik-fXNjxw58.wav
Snare drum_ZCR7qJ2IgGI.wav,A spectrogram of snare drum_zcr7qj2iggi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_ZCR7qJ2IgGI.wav
Snare drum_Qy77eJc72UQ.wav,A spectrogram of snare drum_qy77ejc72uq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Qy77eJc72UQ.wav
Snare drum_A446kjocnCg.wav,A spectrogram of snare drum_a446kjocncg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_A446kjocnCg.wav
Snare drum_GWcMqKYOJR4.wav,A spectrogram of snare drum_gwcmqkyojr4,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_GWcMqKYOJR4.wav
Snare drum_O8EMm4QJjeo.wav,A spectrogram of snare drum_o8emm4qjjeo,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_O8EMm4QJjeo.wav
Snare drum_iBh37YAaHMU.wav,A spectrogram of snare drum_ibh37yaahmu,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_iBh37YAaHMU.wav
Snare drum_pdOskdFwRPg.wav,A spectrogram of snare drum_pdoskdfwrpg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_pdOskdFwRPg.wav
Snare drum_-SD9DkKyOrY.wav,A spectrogram of snare drum_-sd9dkkyory,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_-SD9DkKyOrY.wav
Snare drum_bJVogLOURmc.wav,A spectrogram of snare drum_bjvoglourmc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_bJVogLOURmc.wav
Snare drum_gjujPd1lP8E.wav,A spectrogram of snare drum_gjujpd1lp8e,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_gjujPd1lP8E.wav
Snare drum_CxgVq6eovRU.wav,A spectrogram of snare drum_cxgvq6eovru,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_CxgVq6eovRU.wav
Snare drum_KzzKguqINa8.wav,A spectrogram of snare drum_kzzkguqina8,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_KzzKguqINa8.wav
Snare drum_nrj2zTr7U0o.wav,A spectrogram of snare drum_nrj2ztr7u0o,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_nrj2zTr7U0o.wav
Snare drum_nu_Bl8Pz6PE.wav,A spectrogram of snare drum_nu_bl8pz6pe,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_nu_Bl8Pz6PE.wav
Snare drum_PG1nKnvHjYI.wav,A spectrogram of snare drum_pg1nknvhjyi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_PG1nKnvHjYI.wav
Snare drum_h-3DrDQC62k.wav,A spectrogram of snare drum_h-3drdqc62k,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_h-3DrDQC62k.wav
Snare drum_Zo9xROGuV3k.wav,A spectrogram of snare drum_zo9xroguv3k,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Zo9xROGuV3k.wav
Snare drum_xQX7RH4sgog.wav,A spectrogram of snare drum_xqx7rh4sgog,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_xQX7RH4sgog.wav
Snare drum_PpamaOkNqoI.wav,A spectrogram of snare drum_ppamaoknqoi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_PpamaOkNqoI.wav
Snare drum__DHMdtRRJzE.wav,A spectrogram of snare drum__dhmdtrrjze,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum__DHMdtRRJzE.wav
Snare drum_G13NEVAm6-o.wav,A spectrogram of snare drum_g13nevam6-o,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_G13NEVAm6-o.wav
Snare drum_BcVapmCbULQ.wav,A spectrogram of snare drum_bcvapmcbulq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_BcVapmCbULQ.wav
Snare drum_JwBJ2WaVp9M.wav,A spectrogram of snare drum_jwbj2wavp9m,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_JwBJ2WaVp9M.wav
Snare drum_pLqa0cqsICA.wav,A spectrogram of snare drum_plqa0cqsica,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_pLqa0cqsICA.wav
Snare drum_8zGJ9N7c6pE.wav,A spectrogram of snare drum_8zgj9n7c6pe,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_8zGJ9N7c6pE.wav
Snare drum_hbB4rvTgXeY.wav,A spectrogram of snare drum_hbb4rvtgxey,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_hbB4rvTgXeY.wav
Snare drum_7lV4IvuW2lk.wav,A spectrogram of snare drum_7lv4ivuw2lk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_7lV4IvuW2lk.wav
Snare drum_jR_wBfxgZwE.wav,A spectrogram of snare drum_jr_wbfxgzwe,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_jR_wBfxgZwE.wav
Snare drum_f8QGA4vN6HY.wav,A spectrogram of snare drum_f8qga4vn6hy,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_f8QGA4vN6HY.wav
Snare drum_W_979HkE4EI.wav,A spectrogram of snare drum_w_979hke4ei,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_W_979HkE4EI.wav
Snare drum_jaJdPUAv6N0.wav,A spectrogram of snare drum_jajdpuav6n0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_jaJdPUAv6N0.wav
Snare drum_VCrnnx9jTqs.wav,A spectrogram of snare drum_vcrnnx9jtqs,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_VCrnnx9jTqs.wav
Snare drum_RI71ebbU0PQ.wav,A spectrogram of snare drum_ri71ebbu0pq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_RI71ebbU0PQ.wav
Snare drum__miAGxDX5FM.wav,A spectrogram of snare drum__miagxdx5fm,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum__miAGxDX5FM.wav
Snare drum_iMTHDuW_xKc.wav,A spectrogram of snare drum_imthduw_xkc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_iMTHDuW_xKc.wav
Snare drum_6og50XOZeIk.wav,A spectrogram of snare drum_6og50xozeik,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_6og50XOZeIk.wav
Snare drum_Fsv_syCvzsc.wav,A spectrogram of snare drum_fsv_sycvzsc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_Fsv_syCvzsc.wav
Snare drum_7_0g3tEcM0w.wav,A spectrogram of snare drum_7_0g3tecm0w,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_7_0g3tEcM0w.wav
Snare drum_oFyhlXb7uCE.wav,A spectrogram of snare drum_ofyhlxb7uce,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_oFyhlXb7uCE.wav
Snare drum_c8gD6153aNI.wav,A spectrogram of snare drum_c8gd6153ani,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_c8gD6153aNI.wav
Snare drum_djSu_1AUt-o.wav,A spectrogram of snare drum_djsu_1aut-o,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_djSu_1AUt-o.wav
Snare drum_n_REM0fSVrA.wav,A spectrogram of snare drum_n_rem0fsvra,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Snare drum_n_REM0fSVrA.wav
