file_name,text,audiofile
Dog bark_n0P4klG9TFE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_n0P4klG9TFE.png
Dog bark_m3kb8GFAvtI.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_m3kb8GFAvtI.png
Dog bark_G7vXKtePlGM.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_G7vXKtePlGM.png
Dog bark_grWa5wDZUVo.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_grWa5wDZUVo.png
Dog bark_mtjUgt-IUV8.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_mtjUgt-IUV8.png
Dog bark_k-MqG-G_H0Y.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_k-MqG-G_H0Y.png
Dog bark_raww5tvi85A.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_raww5tvi85A.png
Dog bark_k8qNBYDgHBA.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_k8qNBYDgHBA.png
Dog bark_5tOj-p8ANmM.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_5tOj-p8ANmM.png
Dog bark_TDBqWGhnoLM.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_TDBqWGhnoLM.png
Dog bark_tYA0D-S_30k.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_tYA0D-S_30k.png
Dog bark_ZNUTbWD5ddE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_ZNUTbWD5ddE.png
Dog bark_KsT1OSUHFUY.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_KsT1OSUHFUY.png
Dog bark_aSNvKefxs4c.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_aSNvKefxs4c.png
Dog bark_Fw09tDLa-78.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_Fw09tDLa-78.png
Dog bark_P_tkRYMJK_M.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_P_tkRYMJK_M.png
Dog bark_3xCWI_22Z9A.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_3xCWI_22Z9A.png
Dog bark_WyqyK87HomE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_WyqyK87HomE.png
Dog bark_GamZltmhYuc.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_GamZltmhYuc.png
Dog bark_YCy_jDZJy3Y.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_YCy_jDZJy3Y.png
Dog bark_NuMp4zOZEbY.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_NuMp4zOZEbY.png
Dog bark_HpWM0fc809Q.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_HpWM0fc809Q.png
Dog bark_FTYgwHJUkaY.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_FTYgwHJUkaY.png
Dog bark_Mmke73EQZ08.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_Mmke73EQZ08.png
Dog bark_n0P4klG9TFE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_n0P4klG9TFE.png
Dog bark_FuTiynEpLpE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_FuTiynEpLpE.png
Dog bark_5PbIH_kMyis.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_5PbIH_kMyis.png
Dog bark_64K4SlYR3BU.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_64K4SlYR3BU.png
Dog bark_GamZltmhYuc.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_GamZltmhYuc.png
Dog bark_k-MqG-G_H0Y.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_k-MqG-G_H0Y.png
Dog bark_grWa5wDZUVo.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_grWa5wDZUVo.png
Dog bark_k8qNBYDgHBA.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_k8qNBYDgHBA.png
Dog bark_WkU6zXSeKH8.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_WkU6zXSeKH8.png
Dog bark_9rwfy8B5EB8.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_9rwfy8B5EB8.png
Dog bark_P_tkRYMJK_M.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_P_tkRYMJK_M.png
Dog bark_nd78y2xIUuk.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_nd78y2xIUuk.png
Dog bark_RB9xMnuB59A.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_RB9xMnuB59A.png
Dog bark_fEO0SbAuBQs.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_fEO0SbAuBQs.png
Dog bark_R-rS1jnK9Wc.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_R-rS1jnK9Wc.png
Dog bark_DOtBB70Jgu4.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_DOtBB70Jgu4.png
Dog bark_m3kb8GFAvtI.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_m3kb8GFAvtI.png
Dog bark_hZ4d_dQm8jA.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_hZ4d_dQm8jA.png
Dog bark_HpWM0fc809Q.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_HpWM0fc809Q.png
Dog bark_EakI8v4Ztt4.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_EakI8v4Ztt4.png
Dog bark_CTBFPn_S5u0.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_CTBFPn_S5u0.png
Dog bark_WyqyK87HomE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_WyqyK87HomE.png
Dog bark_tYA0D-S_30k.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_tYA0D-S_30k.png
Dog bark_yBukUnXhYnc.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_yBukUnXhYnc.png
Dog bark_NuMp4zOZEbY.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_NuMp4zOZEbY.png
Dog bark_s4wQi-0I2DE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_s4wQi-0I2DE.png
Dog bark_Ga_0YqOBcew.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_Ga_0YqOBcew.png
Dog bark_id50FKUBH08.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_id50FKUBH08.png
Dog bark_aSNvKefxs4c.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_aSNvKefxs4c.png
Dog bark_Fw09tDLa-78.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_Fw09tDLa-78.png
Dog bark_VGpqLyx96Z8.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_VGpqLyx96Z8.png
Dog bark_k7SgT11PwXo.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_k7SgT11PwXo.png
Dog bark_Glc6Ekc67OE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_Glc6Ekc67OE.png
Dog bark_YCy_jDZJy3Y.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_YCy_jDZJy3Y.png
Dog bark_QHWuQj95SYw.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_QHWuQj95SYw.png
Dog bark_3xCWI_22Z9A.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_3xCWI_22Z9A.png
Dog bark_6l8elU3VEBE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_6l8elU3VEBE.png
Dog bark_GZUC9TF1kik.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_GZUC9TF1kik.png
Dog bark_P_dXuddk3fE.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_P_dXuddk3fE.png
Dog bark_2mJbGx5D-zA.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_2mJbGx5D-zA.png
Dog bark_mtjUgt-IUV8.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_mtjUgt-IUV8.png
Dog bark_G7vXKtePlGM.png,A spectrogram of dog bark,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Dog bark_G7vXKtePlGM.png
