file_name,text,audiofile
Train horn_g9JVq7wfDIo.wav,A spectrogram of train horn_g9jvq7wfdio,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_g9JVq7wfDIo.wav
Train horn_imG4xZBppCc.wav,A spectrogram of train horn_img4xzbppcc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_imG4xZBppCc.wav
Train horn_wM9wNgY8d4g.wav,A spectrogram of train horn_wm9wngy8d4g,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_wM9wNgY8d4g.wav
Train horn_u0DxoED_3kA.wav,A spectrogram of train horn_u0dxoed_3ka,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_u0DxoED_3kA.wav
Train horn_smO6tid5Lsk.wav,A spectrogram of train horn_smo6tid5lsk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_smO6tid5Lsk.wav
Train horn_ikK57HnYyVA.wav,A spectrogram of train horn_ikk57hnyyva,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_ikK57HnYyVA.wav
Train horn_2pfjZSno0Bg.wav,A spectrogram of train horn_2pfjzsno0bg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_2pfjZSno0Bg.wav
Train horn_GKc8PCTen8Q.wav,A spectrogram of train horn_gkc8pcten8q,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_GKc8PCTen8Q.wav
Train horn_QDS6DNtVWSk.wav,A spectrogram of train horn_qds6dntvwsk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_QDS6DNtVWSk.wav
Train horn_9NT6gEiqpWA.wav,A spectrogram of train horn_9nt6geiqpwa,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_9NT6gEiqpWA.wav
Train horn_Gz6Fmcr7tXQ.wav,A spectrogram of train horn_gz6fmcr7txq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_Gz6Fmcr7tXQ.wav
Train horn_g9JVq7wfDIo.wav,A spectrogram of train horn_g9jvq7wfdio,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_g9JVq7wfDIo.wav
Train horn_ikK57HnYyVA.wav,A spectrogram of train horn_ikk57hnyyva,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_ikK57HnYyVA.wav
Train horn_2pfjZSno0Bg.wav,A spectrogram of train horn_2pfjzsno0bg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_2pfjZSno0Bg.wav
Train horn_j2Kb0mdm7nE.wav,A spectrogram of train horn_j2kb0mdm7ne,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_j2Kb0mdm7nE.wav
Train horn_MNkQGlmeyK0.wav,A spectrogram of train horn_mnkqglmeyk0,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_MNkQGlmeyK0.wav
Train horn_Jd6QyMP6Mtk.wav,A spectrogram of train horn_jd6qymp6mtk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_Jd6QyMP6Mtk.wav
Train horn_imG4xZBppCc.wav,A spectrogram of train horn_img4xzbppcc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_imG4xZBppCc.wav
Train horn_JBOMYsE8s3k.wav,A spectrogram of train horn_jbomyse8s3k,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_JBOMYsE8s3k.wav
Train horn_if5kBcYKZ_I.wav,A spectrogram of train horn_if5kbcykz_i,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_if5kBcYKZ_I.wav
Train horn_d5sA37UOGgw.wav,A spectrogram of train horn_d5sa37uoggw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_d5sA37UOGgw.wav
Train horn_Va1z0FaJZ9g.wav,A spectrogram of train horn_va1z0fajz9g,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_Va1z0FaJZ9g.wav
Train horn_mTUgsPfWiwM.wav,A spectrogram of train horn_mtugspfwiwm,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_mTUgsPfWiwM.wav
Train horn_UZx7OAgRMRY.wav,A spectrogram of train horn_uzx7oagrmry,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_UZx7OAgRMRY.wav
Train horn_smO6tid5Lsk.wav,A spectrogram of train horn_smo6tid5lsk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_smO6tid5Lsk.wav
Train horn_9NT6gEiqpWA.wav,A spectrogram of train horn_9nt6geiqpwa,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_9NT6gEiqpWA.wav
Train horn_PE0ddraVcdI.wav,A spectrogram of train horn_pe0ddravcdi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_PE0ddraVcdI.wav
Train horn_GKc8PCTen8Q.wav,A spectrogram of train horn_gkc8pcten8q,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_GKc8PCTen8Q.wav
Train horn_IyspmEUfytc.wav,A spectrogram of train horn_iyspmeufytc,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_IyspmEUfytc.wav
Train horn_Oc9o_IKJqRw.wav,A spectrogram of train horn_oc9o_ikjqrw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_Oc9o_IKJqRw.wav
Train horn_uuvp0tkzPbs.wav,A spectrogram of train horn_uuvp0tkzpbs,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_uuvp0tkzPbs.wav
Train horn_yBVxtq9k8Sg.wav,A spectrogram of train horn_ybvxtq9k8sg,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_yBVxtq9k8Sg.wav
Train horn_eykvth4HdUw.wav,A spectrogram of train horn_eykvth4hduw,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_eykvth4HdUw.wav
Train horn_cglysWXBmbI.wav,A spectrogram of train horn_cglyswxbmbi,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_cglysWXBmbI.wav
Train horn_DtdUYobU_EI.wav,A spectrogram of train horn_dtduyobu_ei,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_DtdUYobU_EI.wav
Train horn_ArtL_qXq5Rk.wav,A spectrogram of train horn_artl_qxq5rk,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_ArtL_qXq5Rk.wav
Train horn_G958vjLYBcI.wav,A spectrogram of train horn_g958vjlybci,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_G958vjLYBcI.wav
Train horn_LK4b2eJpy24.wav,A spectrogram of train horn_lk4b2ejpy24,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_LK4b2eJpy24.wav
Train horn_kJCXjkQJ23A.wav,A spectrogram of train horn_kjcxjkqj23a,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_kJCXjkQJ23A.wav
Train horn_0omVgdC33FQ.wav,A spectrogram of train horn_0omvgdc33fq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_0omVgdC33FQ.wav
Train horn_ZbfEpDs45Ek.wav,A spectrogram of train horn_zbfepds45ek,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_ZbfEpDs45Ek.wav
Train horn_JNAnQklId4c.wav,A spectrogram of train horn_jnanqklid4c,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_JNAnQklId4c.wav
Train horn_u0DxoED_3kA.wav,A spectrogram of train horn_u0dxoed_3ka,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_u0DxoED_3kA.wav
Train horn_zP_NEorPQnE.wav,A spectrogram of train horn_zp_neorpqne,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_zP_NEorPQnE.wav
Train horn_x1LeLarmp3U.wav,A spectrogram of train horn_x1lelarmp3u,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_x1LeLarmp3U.wav
Train horn_UjlMSYSx49k.wav,A spectrogram of train horn_ujlmsysx49k,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_UjlMSYSx49k.wav
Train horn__pUzVuWeLjM.wav,A spectrogram of train horn__puzvuweljm,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn__pUzVuWeLjM.wav
Train horn_ahct5yzUtdE.wav,A spectrogram of train horn_ahct5yzutde,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_ahct5yzUtdE.wav
Train horn_pTRYm_peqGA.wav,A spectrogram of train horn_ptrym_peqga,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_pTRYm_peqGA.wav
Train horn_pGaUuVZe0mQ.wav,A spectrogram of train horn_pgauuvze0mq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_pGaUuVZe0mQ.wav
Train horn_fvXl_s2jCJ4.wav,A spectrogram of train horn_fvxl_s2jcj4,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_fvXl_s2jCJ4.wav
Train horn_bigChhh4a2Y.wav,A spectrogram of train horn_bigchhh4a2y,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_bigChhh4a2Y.wav
Train horn_Gz6Fmcr7tXQ.wav,A spectrogram of train horn_gz6fmcr7txq,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_Gz6Fmcr7tXQ.wav
Train horn_8pAigLVDuns.wav,A spectrogram of train horn_8paiglvduns,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_8pAigLVDuns.wav
Train horn_XKvLkIM8dck.wav,A spectrogram of train horn_xkvlkim8dck,/home/ryan/diss/msc_diss/sdspeech/data/AudioSet/data/dataset/train/Train horn_XKvLkIM8dck.wav
